entry,at,order
"""Danny @ O7X4xHB9uL"" calls 0.80",2021-07-02T05:08:50.864Z,162520253086400
"The admin approved the player ""NotNa @ xab-egRwTG"" participation with a stack of 15.00.",2021-07-02T05:08:41.709Z,162520252170900
"""69 @ 1wW4Aha31R"" raises to 0.80",2021-07-02T05:08:37.684Z,162520251768400
"""not Krish @ p0RkKY2sKx"" calls 0.60",2021-07-02T05:08:33.153Z,162520251315300
"The player ""NotNa @ xab-egRwTG"" requested a seat.",2021-07-02T05:08:30.555Z,162520251055500
"""Danny @ O7X4xHB9uL"" raises to 0.60",2021-07-02T05:08:29.028Z,162520250902800
"""Zek @ TkiNIriU_5"" folds",2021-07-02T05:08:19.601Z,162520249960100
"""69 @ 1wW4Aha31R"" raises to 0.40",2021-07-02T05:08:18.723Z,162520249872300
"""not Krish @ p0RkKY2sKx"" posts a big blind of 0.20",2021-07-02T05:08:14.404Z,162520249440408
"""Danny @ O7X4xHB9uL"" posts a small blind of 0.10",2021-07-02T05:08:14.404Z,162520249440407
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (14.95) | #2 ""Danny @ O7X4xHB9uL"" (23.35) | #6 ""not Krish @ p0RkKY2sKx"" (44.15) | #9 ""69 @ 1wW4Aha31R"" (7.55)",2021-07-02T05:08:14.404Z,162520249440402
"-- starting hand #97  (No Limit Texas Hold'em) (dealer: ""Zek @ TkiNIriU_5"") --",2021-07-02T05:08:14.404Z,162520249440401
"The player ""NotNa @ xab-egRwTG"" quits the game with a stack of 0.00.",2021-07-02T05:08:14.404Z,162520249440400
"""not Krish @ p0RkKY2sKx"" shows a 7♦, 10♥.",2021-07-02T05:08:12.042Z,162520249204200
"-- ending hand #96 --",2021-07-02T05:08:07.881Z,162520248788101
"""Zek @ TkiNIriU_5"" collected 7.52 from pot with Three of a Kind, A's (combination: A♣, A♦, A♠, K♥, J♣)",2021-07-02T05:08:07.881Z,162520248788100
"River: 5♣, 3♥, J♣, K♥ [A♠]",2021-07-02T05:08:03.859Z,162520248385900
"Turn: 5♣, 3♥, J♣ [K♥]",2021-07-02T05:07:59.837Z,162520247983700
"Flop:  [5♣, 3♥, J♣]",2021-07-02T05:07:55.803Z,162520247580300
"""NotNa @ xab-egRwTG"" shows a 3♣, 7♣.",2021-07-02T05:07:51.752Z,162520247175201
"""Zek @ TkiNIriU_5"" shows a A♣, A♦.",2021-07-02T05:07:51.752Z,162520247175200
"""Zek @ TkiNIriU_5"" calls 3.66",2021-07-02T05:07:50.944Z,162520247094400
"""NotNa @ xab-egRwTG"" raises to 3.66 and go all in",2021-07-02T05:07:49.726Z,162520246972600
"""Danny @ O7X4xHB9uL"" folds",2021-07-02T05:07:47.169Z,162520246716900
"""Zek @ TkiNIriU_5"" raises to 0.80",2021-07-02T05:07:31.027Z,162520245102700
"""NotNa @ xab-egRwTG"" calls 0.20",2021-07-02T05:07:23.049Z,162520244304900
"""69 @ 1wW4Aha31R"" folds",2021-07-02T05:07:21.285Z,162520244128500
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T05:07:18.708Z,162520243870800
"""Danny @ O7X4xHB9uL"" posts a big blind of 0.20",2021-07-02T05:07:17.267Z,162520243726708
"""Zek @ TkiNIriU_5"" posts a small blind of 0.10",2021-07-02T05:07:17.267Z,162520243726707
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (11.09) | #2 ""Danny @ O7X4xHB9uL"" (23.55) | #6 ""not Krish @ p0RkKY2sKx"" (44.15) | #9 ""69 @ 1wW4Aha31R"" (7.55) | #10 ""NotNa @ xab-egRwTG"" (3.66)",2021-07-02T05:07:17.267Z,162520243726701
"-- starting hand #96  (No Limit Texas Hold'em) (dealer: ""NotNa @ xab-egRwTG"") --",2021-07-02T05:07:17.267Z,162520243726700
"""Danny @ O7X4xHB9uL"" shows a 10♦, 10♠.",2021-07-02T05:07:15.468Z,162520243546800
"-- ending hand #95 --",2021-07-02T05:07:13.654Z,162520243365402
"""Danny @ O7X4xHB9uL"" collected 1.40 from pot",2021-07-02T05:07:13.654Z,162520243365401
"Uncalled bet of 7.55 returned to ""Danny @ O7X4xHB9uL""",2021-07-02T05:07:13.654Z,162520243365400
"""69 @ 1wW4Aha31R"" folds",2021-07-02T05:07:12.827Z,162520243282700
"""Danny @ O7X4xHB9uL"" raises to 8.10 and go all in",2021-07-02T05:06:59.120Z,162520241912000
"""Zek @ TkiNIriU_5"" folds",2021-07-02T05:06:47.903Z,162520240790300
"""NotNa @ xab-egRwTG"" folds",2021-07-02T05:06:37.933Z,162520239793300
"""69 @ 1wW4Aha31R"" raises to 0.55",2021-07-02T05:06:28.208Z,162520238820800
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T05:06:16.098Z,162520237609800
"""Danny @ O7X4xHB9uL"" calls 0.20",2021-07-02T05:06:10.734Z,162520237073400
"""Zek @ TkiNIriU_5"" posts a big blind of 0.20",2021-07-02T05:06:04.322Z,162520236432208
"""NotNa @ xab-egRwTG"" posts a small blind of 0.10",2021-07-02T05:06:04.322Z,162520236432207
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (11.29) | #2 ""Danny @ O7X4xHB9uL"" (22.70) | #6 ""not Krish @ p0RkKY2sKx"" (44.15) | #9 ""69 @ 1wW4Aha31R"" (8.10) | #10 ""NotNa @ xab-egRwTG"" (3.76)",2021-07-02T05:06:04.322Z,162520236432201
"-- starting hand #95  (No Limit Texas Hold'em) (dealer: ""69 @ 1wW4Aha31R"") --",2021-07-02T05:06:04.322Z,162520236432200
"""not Krish @ p0RkKY2sKx"" shows a 5♠, Q♥.",2021-07-02T05:05:59.729Z,162520235972900
"-- ending hand #94 --",2021-07-02T05:05:57.770Z,162520235777001
"""Danny @ O7X4xHB9uL"" collected 22.70 from pot with Straight, A High (combination: A♠, K♣, Q♦, J♠, 10♦)",2021-07-02T05:05:57.770Z,162520235777000
"River: J♠, 10♦, A♠, 7♦ [3♣]",2021-07-02T05:05:53.763Z,162520235376300
"""NotNa @ xab-egRwTG"" shows a A♦, 2♥.",2021-07-02T05:05:49.724Z,162520234972401
"""Danny @ O7X4xHB9uL"" shows a K♣, Q♦.",2021-07-02T05:05:49.724Z,162520234972400
"""NotNa @ xab-egRwTG"" calls 6.10",2021-07-02T05:05:48.910Z,162520234891000
"""Danny @ O7X4xHB9uL"" raises to 6.10 and go all in",2021-07-02T05:05:42.064Z,162520234206400
"""NotNa @ xab-egRwTG"" bets 5.25",2021-07-02T05:05:37.838Z,162520233783800
"Turn: J♠, 10♦, A♠ [7♦]",2021-07-02T05:05:30.916Z,162520233091600
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T05:05:30.107Z,162520233010700
"""Danny @ O7X4xHB9uL"" calls 2.40",2021-07-02T05:05:23.397Z,162520232339700
"""Zek @ TkiNIriU_5"" folds",2021-07-02T05:05:19.695Z,162520231969500
"""NotNa @ xab-egRwTG"" raises to 2.40",2021-07-02T05:05:18.190Z,162520231819000
"""not Krish @ p0RkKY2sKx"" calls 1.20",2021-07-02T05:05:11.859Z,162520231185900
"""Danny @ O7X4xHB9uL"" calls 1.20",2021-07-02T05:05:10.847Z,162520231084700
"""Zek @ TkiNIriU_5"" bets 1.20",2021-07-02T05:05:05.092Z,162520230509200
"""NotNa @ xab-egRwTG"" checks",2021-07-02T05:04:58.501Z,162520229850100
"Flop:  [J♠, 10♦, A♠]",2021-07-02T05:04:55.193Z,162520229519300
"""NotNa @ xab-egRwTG"" calls 0.80",2021-07-02T05:04:54.385Z,162520229438500
"""69 @ 1wW4Aha31R"" folds",2021-07-02T05:04:51.979Z,162520229197900
"""not Krish @ p0RkKY2sKx"" calls 0.80",2021-07-02T05:04:49.890Z,162520228989000
"""Danny @ O7X4xHB9uL"" calls 0.80",2021-07-02T05:04:47.833Z,162520228783300
"""Zek @ TkiNIriU_5"" raises to 0.80",2021-07-02T05:04:43.259Z,162520228325900
"""NotNa @ xab-egRwTG"" posts a big blind of 0.20",2021-07-02T05:04:37.651Z,162520227765108
"""69 @ 1wW4Aha31R"" posts a small blind of 0.10",2021-07-02T05:04:37.651Z,162520227765107
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (13.29) | #2 ""Danny @ O7X4xHB9uL"" (9.30) | #6 ""not Krish @ p0RkKY2sKx"" (46.15) | #9 ""69 @ 1wW4Aha31R"" (8.20) | #10 ""NotNa @ xab-egRwTG"" (13.06)",2021-07-02T05:04:37.651Z,162520227765101
"-- starting hand #94  (No Limit Texas Hold'em) (dealer: ""not Krish @ p0RkKY2sKx"") --",2021-07-02T05:04:37.651Z,162520227765100
"""not Krish @ p0RkKY2sKx"" shows a Q♦, 2♣.",2021-07-02T05:04:36.043Z,162520227604300
"""69 @ 1wW4Aha31R"" shows a 2♠, 9♠.",2021-07-02T05:04:34.776Z,162520227477600
"-- ending hand #93 --",2021-07-02T05:04:33.343Z,162520227334302
"""69 @ 1wW4Aha31R"" collected 3.00 from pot",2021-07-02T05:04:33.343Z,162520227334301
"Uncalled bet of 5.20 returned to ""69 @ 1wW4Aha31R""",2021-07-02T05:04:33.343Z,162520227334300
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T05:04:32.536Z,162520227253600
"""69 @ 1wW4Aha31R"" raises to 6.10 and go all in",2021-07-02T05:04:30.162Z,162520227016200
"""not Krish @ p0RkKY2sKx"" bets 0.90",2021-07-02T05:04:11.684Z,162520225168400
"Flop:  [A♦, 10♠, 2♥]",2021-07-02T05:04:07.290Z,162520224729000
"""not Krish @ p0RkKY2sKx"" calls 0.60",2021-07-02T05:04:06.479Z,162520224647900
"""69 @ 1wW4Aha31R"" raises to 0.60",2021-07-02T05:04:04.974Z,162520224497400
"""not Krish @ p0RkKY2sKx"" calls 0.20",2021-07-02T05:03:56.277Z,162520223627700
"""Danny @ O7X4xHB9uL"" folds",2021-07-02T05:03:54.146Z,162520223414600
"""Zek @ TkiNIriU_5"" folds",2021-07-02T05:03:53.133Z,162520223313300
"""NotNa @ xab-egRwTG"" folds",2021-07-02T05:03:52.055Z,162520223205500
"""69 @ 1wW4Aha31R"" posts a big blind of 0.20",2021-07-02T05:03:45.132Z,162520222513208
"""not Krish @ p0RkKY2sKx"" posts a small blind of 0.10",2021-07-02T05:03:45.132Z,162520222513207
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (13.29) | #2 ""Danny @ O7X4xHB9uL"" (9.30) | #6 ""not Krish @ p0RkKY2sKx"" (47.65) | #9 ""69 @ 1wW4Aha31R"" (6.70) | #10 ""NotNa @ xab-egRwTG"" (13.06)",2021-07-02T05:03:45.132Z,162520222513201
"-- starting hand #93  (No Limit Texas Hold'em) (dealer: ""Danny @ O7X4xHB9uL"") --",2021-07-02T05:03:45.132Z,162520222513200
"-- ending hand #92 --",2021-07-02T05:03:42.219Z,162520222221902
"""not Krish @ p0RkKY2sKx"" collected 7.20 from pot",2021-07-02T05:03:42.219Z,162520222221901
"Uncalled bet of 2.40 returned to ""not Krish @ p0RkKY2sKx""",2021-07-02T05:03:42.219Z,162520222221900
"""69 @ 1wW4Aha31R"" folds",2021-07-02T05:03:41.413Z,162520222141300
"""not Krish @ p0RkKY2sKx"" bets 2.40",2021-07-02T05:03:31.662Z,162520221166200
"River: 4♦, 6♣, Q♦, 5♣ [8♥]",2021-07-02T05:03:18.027Z,162520219802700
"""not Krish @ p0RkKY2sKx"" calls 1.80",2021-07-02T05:03:17.220Z,162520219722000
"""69 @ 1wW4Aha31R"" bets 1.80",2021-07-02T05:03:15.027Z,162520219502700
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T05:03:03.215Z,162520218321500
"Turn: 4♦, 6♣, Q♦ [5♣]",2021-07-02T05:02:55.380Z,162520217538000
"""Danny @ O7X4xHB9uL"" folds",2021-07-02T05:02:54.572Z,162520217457200
"""69 @ 1wW4Aha31R"" calls 0.90",2021-07-02T05:02:50.430Z,162520217043000
"""not Krish @ p0RkKY2sKx"" bets 0.90",2021-07-02T05:02:44.705Z,162520216470500
"""Danny @ O7X4xHB9uL"" checks",2021-07-02T05:02:40.435Z,162520216043500
"Flop:  [4♦, 6♣, Q♦]",2021-07-02T05:02:38.411Z,162520215841100
"""Danny @ O7X4xHB9uL"" calls 0.60",2021-07-02T05:02:37.603Z,162520215760300
"""69 @ 1wW4Aha31R"" calls 0.60",2021-07-02T05:02:34.202Z,162520215420200
"""not Krish @ p0RkKY2sKx"" raises to 0.60",2021-07-02T05:02:30.673Z,162520215067300
"""Danny @ O7X4xHB9uL"" calls 0.20",2021-07-02T05:02:27.627Z,162520214762700
"""Zek @ TkiNIriU_5"" folds",2021-07-02T05:02:25.727Z,162520214572700
"""NotNa @ xab-egRwTG"" folds",2021-07-02T05:02:24.877Z,162520214487700
"""69 @ 1wW4Aha31R"" calls 0.20",2021-07-02T05:02:22.292Z,162520214229200
"""not Krish @ p0RkKY2sKx"" posts a big blind of 0.20",2021-07-02T05:02:17.009Z,162520213700908
"""Danny @ O7X4xHB9uL"" posts a small blind of 0.10",2021-07-02T05:02:17.009Z,162520213700907
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (13.29) | #2 ""Danny @ O7X4xHB9uL"" (9.90) | #6 ""not Krish @ p0RkKY2sKx"" (43.75) | #9 ""69 @ 1wW4Aha31R"" (10.00) | #10 ""NotNa @ xab-egRwTG"" (13.06)",2021-07-02T05:02:17.009Z,162520213700901
"-- starting hand #92  (No Limit Texas Hold'em) (dealer: ""Zek @ TkiNIriU_5"") --",2021-07-02T05:02:17.009Z,162520213700900
"""not Krish @ p0RkKY2sKx"" shows a 6♠, 3♦.",2021-07-02T05:02:15.002Z,162520213500200
"""NotNa @ xab-egRwTG"" shows a A♥, 7♦.",2021-07-02T05:02:14.274Z,162520213427400
"""Zek @ TkiNIriU_5"" shows a 8♥, 10♥.",2021-07-02T05:02:13.336Z,162520213333600
"-- ending hand #91 --",2021-07-02T05:02:11.961Z,162520213196102
"""Zek @ TkiNIriU_5"" collected 2.20 from pot",2021-07-02T05:02:11.961Z,162520213196101
"Uncalled bet of 1.20 returned to ""Zek @ TkiNIriU_5""",2021-07-02T05:02:11.961Z,162520213196100
"""Danny @ O7X4xHB9uL"" folds",2021-07-02T05:02:11.154Z,162520213115400
"""Zek @ TkiNIriU_5"" raises to 2.00",2021-07-02T05:02:07.226Z,162520212722600
"""NotNa @ xab-egRwTG"" folds",2021-07-02T05:02:01.140Z,162520212114000
"""Danny @ O7X4xHB9uL"" raises to 0.80",2021-07-02T05:01:58.363Z,162520211836300
"""Zek @ TkiNIriU_5"" bets 0.40",2021-07-02T05:01:54.677Z,162520211467700
"Flop:  [5♥, 10♦, 9♦]",2021-07-02T05:01:42.310Z,162520210231000
"""Danny @ O7X4xHB9uL"" checks",2021-07-02T05:01:41.502Z,162520210150200
"""Zek @ TkiNIriU_5"" calls 0.20",2021-07-02T05:01:32.802Z,162520209280200
"""NotNa @ xab-egRwTG"" calls 0.20",2021-07-02T05:01:25.687Z,162520208568700
"""69 @ 1wW4Aha31R"" folds",2021-07-02T05:01:24.276Z,162520208427600
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T05:01:22.114Z,162520208211400
"""Danny @ O7X4xHB9uL"" posts a big blind of 0.20",2021-07-02T05:01:20.909Z,162520208090909
"""Zek @ TkiNIriU_5"" posts a small blind of 0.10",2021-07-02T05:01:20.909Z,162520208090908
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (12.09) | #2 ""Danny @ O7X4xHB9uL"" (10.90) | #6 ""not Krish @ p0RkKY2sKx"" (43.75) | #9 ""69 @ 1wW4Aha31R"" (10.00) | #10 ""NotNa @ xab-egRwTG"" (13.26)",2021-07-02T05:01:20.909Z,162520208090902
"-- starting hand #91  (No Limit Texas Hold'em) (dealer: ""NotNa @ xab-egRwTG"") --",2021-07-02T05:01:20.909Z,162520208090901
"The player ""69 @ 1wW4Aha31R"" joined the game with a stack of 10.00.",2021-07-02T05:01:20.909Z,162520208090900
"""NotNa @ xab-egRwTG"" shows a 6♣, 8♦.",2021-07-02T05:01:18.883Z,162520207888300
"-- ending hand #90 --",2021-07-02T05:01:17.299Z,162520207729902
"""Danny @ O7X4xHB9uL"" collected 1.50 from pot",2021-07-02T05:01:17.299Z,162520207729901
"Uncalled bet of 1.50 returned to ""Danny @ O7X4xHB9uL""",2021-07-02T05:01:17.299Z,162520207729900
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T05:01:16.488Z,162520207648800
"""Danny @ O7X4xHB9uL"" bets 1.50",2021-07-02T05:01:12.302Z,162520207230200
"River: 10♠, 6♦, K♦, A♥ [4♠]",2021-07-02T05:01:08.898Z,162520206889800
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T05:01:08.089Z,162520206808900
"""Danny @ O7X4xHB9uL"" checks",2021-07-02T05:01:02.665Z,162520206266500
"Turn: 10♠, 6♦, K♦ [A♥]",2021-07-02T05:01:00.315Z,162520206031500
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T05:00:59.505Z,162520205950500
"""Danny @ O7X4xHB9uL"" checks",2021-07-02T05:00:49.701Z,162520204970100
"Flop:  [10♠, 6♦, K♦]",2021-07-02T05:00:44.943Z,162520204494300
"""Danny @ O7X4xHB9uL"" calls 0.60",2021-07-02T05:00:44.130Z,162520204413000
"""Zek @ TkiNIriU_5"" folds",2021-07-02T05:00:39.051Z,162520203905100
"""NotNa @ xab-egRwTG"" folds",2021-07-02T05:00:32.281Z,162520203228100
"""not Krish @ p0RkKY2sKx"" raises to 0.60",2021-07-02T05:00:27.414Z,162520202741400
"""Danny @ O7X4xHB9uL"" calls 0.20",2021-07-02T05:00:22.790Z,162520202279000
"The admin approved the player ""69 @ 1wW4Aha31R"" participation with a stack of 10.00.",2021-07-02T05:00:20.388Z,162520202038800
"""Zek @ TkiNIriU_5"" posts a big blind of 0.20",2021-07-02T05:00:20.374Z,162520202037408
"""NotNa @ xab-egRwTG"" posts a small blind of 0.10",2021-07-02T05:00:20.374Z,162520202037407
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (12.29) | #2 ""Danny @ O7X4xHB9uL"" (10.00) | #6 ""not Krish @ p0RkKY2sKx"" (44.35) | #10 ""NotNa @ xab-egRwTG"" (13.36)",2021-07-02T05:00:20.374Z,162520202037402
"-- starting hand #90  (No Limit Texas Hold'em) (dealer: ""not Krish @ p0RkKY2sKx"") --",2021-07-02T05:00:20.374Z,162520202037401
"The player ""Danny @ O7X4xHB9uL"" joined the game with a stack of 10.00.",2021-07-02T05:00:20.374Z,162520202037400
"""not Krish @ p0RkKY2sKx"" shows a J♣, 6♣.",2021-07-02T05:00:19.015Z,162520201901500
"""NotNa @ xab-egRwTG"" shows a 10♠, 8♠.",2021-07-02T05:00:16.501Z,162520201650100
"-- ending hand #89 --",2021-07-02T05:00:16.027Z,162520201602702
"""NotNa @ xab-egRwTG"" collected 0.40 from pot",2021-07-02T05:00:16.027Z,162520201602701
"Uncalled bet of 0.30 returned to ""NotNa @ xab-egRwTG""",2021-07-02T05:00:16.027Z,162520201602700
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T05:00:15.215Z,162520201521500
"""NotNa @ xab-egRwTG"" bets 0.30",2021-07-02T05:00:11.818Z,162520201181800
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T05:00:08.065Z,162520200806500
"The player ""69 @ 1wW4Aha31R"" requested a seat.",2021-07-02T05:00:06.052Z,162520200605200
"Flop:  [4♠, 7♠, 4♦]",2021-07-02T05:00:04.024Z,162520200402400
"""NotNa @ xab-egRwTG"" checks",2021-07-02T05:00:03.216Z,162520200321600
"""not Krish @ p0RkKY2sKx"" calls 0.20",2021-07-02T04:59:58.371Z,162520199837100
"""Zek @ TkiNIriU_5"" folds",2021-07-02T04:59:56.646Z,162520199664600
"""NotNa @ xab-egRwTG"" posts a big blind of 0.20",2021-07-02T04:59:52.994Z,162520199299406
"""not Krish @ p0RkKY2sKx"" posts a small blind of 0.10",2021-07-02T04:59:52.994Z,162520199299405
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (12.29) | #6 ""not Krish @ p0RkKY2sKx"" (44.55) | #10 ""NotNa @ xab-egRwTG"" (13.16)",2021-07-02T04:59:52.994Z,162520199299401
"-- starting hand #89  (No Limit Texas Hold'em) (dealer: ""Zek @ TkiNIriU_5"") --",2021-07-02T04:59:52.994Z,162520199299400
"""not Krish @ p0RkKY2sKx"" shows a 10♦, 7♦.",2021-07-02T04:59:47.956Z,162520198795600
"""NotNa @ xab-egRwTG"" shows a 5♣, J♣.",2021-07-02T04:59:47.646Z,162520198764600
"-- ending hand #88 --",2021-07-02T04:59:45.962Z,162520198596202
"""Zek @ TkiNIriU_5"" collected 4.38 from pot with Pair, A's (combination: A♥, A♦, K♣, J♦, 10♥)",2021-07-02T04:59:45.962Z,162520198596201
"""Zek @ TkiNIriU_5"" shows a 9♣, A♥.",2021-07-02T04:59:45.962Z,162520198596200
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T04:59:45.154Z,162520198515400
"""Zek @ TkiNIriU_5"" checks",2021-07-02T04:59:43.765Z,162520198376500
"River: K♣, 5♥, A♦, 10♥ [J♦]",2021-07-02T04:59:41.371Z,162520198137100
"""NotNa @ xab-egRwTG"" folds",2021-07-02T04:59:40.564Z,162520198056400
"""not Krish @ p0RkKY2sKx"" calls 0.99",2021-07-02T04:59:37.399Z,162520197739900
"""Zek @ TkiNIriU_5"" bets 0.99",2021-07-02T04:59:36.482Z,162520197648200
"Turn: K♣, 5♥, A♦ [10♥]",2021-07-02T04:59:30.695Z,162520197069500
"""NotNa @ xab-egRwTG"" checks",2021-07-02T04:59:29.886Z,162520196988600
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T04:59:28.250Z,162520196825000
"""Zek @ TkiNIriU_5"" checks",2021-07-02T04:59:26.880Z,162520196688000
"Flop:  [K♣, 5♥, A♦]",2021-07-02T04:59:23.427Z,162520196342700
"""NotNa @ xab-egRwTG"" calls 0.80",2021-07-02T04:59:22.621Z,162520196262100
"""not Krish @ p0RkKY2sKx"" calls 0.80",2021-07-02T04:59:20.038Z,162520196003800
"""Zek @ TkiNIriU_5"" raises to 0.80",2021-07-02T04:59:17.938Z,162520195793800
"""NotNa @ xab-egRwTG"" calls 0.20",2021-07-02T04:59:11.928Z,162520195192800
"The admin approved the player ""Danny @ O7X4xHB9uL"" participation with a stack of 10.00.",2021-07-02T04:59:03.728Z,162520194372800
"""not Krish @ p0RkKY2sKx"" posts a big blind of 0.20",2021-07-02T04:59:03.517Z,162520194351706
"""Zek @ TkiNIriU_5"" posts a small blind of 0.10",2021-07-02T04:59:03.517Z,162520194351705
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (9.70) | #6 ""not Krish @ p0RkKY2sKx"" (46.34) | #10 ""NotNa @ xab-egRwTG"" (13.96)",2021-07-02T04:59:03.517Z,162520194351701
"-- starting hand #88  (No Limit Texas Hold'em) (dealer: ""NotNa @ xab-egRwTG"") --",2021-07-02T04:59:03.517Z,162520194351700
"""NotNa @ xab-egRwTG"" shows a Q♣, 8♠.",2021-07-02T04:59:00.936Z,162520194093600
"-- ending hand #87 --",2021-07-02T04:58:59.900Z,162520193990002
"""NotNa @ xab-egRwTG"" collected 0.40 from pot",2021-07-02T04:58:59.900Z,162520193990001
"Uncalled bet of 0.30 returned to ""NotNa @ xab-egRwTG""",2021-07-02T04:58:59.900Z,162520193990000
"""Zek @ TkiNIriU_5"" folds",2021-07-02T04:58:59.093Z,162520193909300
"""NotNa @ xab-egRwTG"" bets 0.30",2021-07-02T04:58:58.242Z,162520193824200
"The player ""Danny @ O7X4xHB9uL"" requested a seat.",2021-07-02T04:58:55.776Z,162520193577600
"Flop:  [A♥, 8♣, 4♠]",2021-07-02T04:58:49.728Z,162520192972800
"""Zek @ TkiNIriU_5"" checks",2021-07-02T04:58:48.919Z,162520192891900
"""NotNa @ xab-egRwTG"" calls 0.20",2021-07-02T04:58:46.738Z,162520192673800
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T04:58:42.909Z,162520192290900
"""Zek @ TkiNIriU_5"" posts a big blind of 0.20",2021-07-02T04:58:40.262Z,162520192026206
"""NotNa @ xab-egRwTG"" posts a small blind of 0.10",2021-07-02T04:58:40.262Z,162520192026205
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (9.90) | #6 ""not Krish @ p0RkKY2sKx"" (46.34) | #10 ""NotNa @ xab-egRwTG"" (13.76)",2021-07-02T04:58:40.262Z,162520192026201
"-- starting hand #87  (No Limit Texas Hold'em) (dealer: ""not Krish @ p0RkKY2sKx"") --",2021-07-02T04:58:40.262Z,162520192026200
"""not Krish @ p0RkKY2sKx"" shows a 10♦, K♠.",2021-07-02T04:58:37.138Z,162520191713800
"""NotNa @ xab-egRwTG"" shows a A♥, 9♣.",2021-07-02T04:58:36.554Z,162520191655400
"-- ending hand #86 --",2021-07-02T04:58:35.943Z,162520191594302
"""NotNa @ xab-egRwTG"" collected 4.80 from pot",2021-07-02T04:58:35.943Z,162520191594301
"Uncalled bet of 3.60 returned to ""NotNa @ xab-egRwTG""",2021-07-02T04:58:35.943Z,162520191594300
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T04:58:35.131Z,162520191513100
"""NotNa @ xab-egRwTG"" bets 3.60",2021-07-02T04:58:33.744Z,162520191374400
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T04:58:30.673Z,162520191067300
"Turn: 7♦, 3♦, 9♦ [6♠]",2021-07-02T04:58:28.682Z,162520190868200
"""not Krish @ p0RkKY2sKx"" calls 1.80",2021-07-02T04:58:27.876Z,162520190787600
"""NotNa @ xab-egRwTG"" raises to 1.80",2021-07-02T04:58:16.616Z,162520189661600
"""not Krish @ p0RkKY2sKx"" bets 0.20",2021-07-02T04:58:12.010Z,162520189201000
"Flop:  [7♦, 3♦, 9♦]",2021-07-02T04:58:05.427Z,162520188542700
"""NotNa @ xab-egRwTG"" calls 0.60",2021-07-02T04:58:04.618Z,162520188461800
"""not Krish @ p0RkKY2sKx"" raises to 0.60",2021-07-02T04:58:01.734Z,162520188173400
"""Zek @ TkiNIriU_5"" folds",2021-07-02T04:57:57.179Z,162520187717900
"""NotNa @ xab-egRwTG"" posts a big blind of 0.20",2021-07-02T04:57:54.260Z,162520187426006
"""not Krish @ p0RkKY2sKx"" posts a small blind of 0.10",2021-07-02T04:57:54.260Z,162520187426005
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (9.90) | #6 ""not Krish @ p0RkKY2sKx"" (48.74) | #10 ""NotNa @ xab-egRwTG"" (11.36)",2021-07-02T04:57:54.260Z,162520187426001
"-- starting hand #86  (No Limit Texas Hold'em) (dealer: ""Zek @ TkiNIriU_5"") --",2021-07-02T04:57:54.260Z,162520187426000
"""NotNa @ xab-egRwTG"" shows a K♣, Q♠.",2021-07-02T04:57:51.229Z,162520187122900
"""not Krish @ p0RkKY2sKx"" shows a J♣, 8♣.",2021-07-02T04:57:50.082Z,162520187008200
"-- ending hand #85 --",2021-07-02T04:57:49.953Z,162520186995302
"""NotNa @ xab-egRwTG"" collected 1.50 from pot",2021-07-02T04:57:49.953Z,162520186995301
"Uncalled bet of 0.75 returned to ""NotNa @ xab-egRwTG""",2021-07-02T04:57:49.953Z,162520186995300
